percentile,rate
2.4999999999999998e-06,0.98984396
2.4999999999999998e-06,1.1573658
4.9999999999999996e-06,1.3248875
7.499999999999999e-06,1.4924092
1.9999999999999998e-05,1.659931
2.4999999999999998e-05,1.8274528
3.75e-05,1.9949745
4.9999999999999996e-05,2.162496
5.2499999999999995e-05,2.330018
6.25e-05,2.4975395
8.25e-05,2.6650615
9.75e-05,2.8325834
0.00012,3.000105
0.000135,3.1676269
0.00016,3.3351483
0.00018,3.5026703
0.0002,3.6701918
0.0002175,3.8377137
0.0002375,4.005235
0.0002525,4.172757
0.0002775,4.340279
0.00030250000000000003,4.5078006
0.00034750000000000004,4.6753225
0.00037500000000000006,4.8428445
0.00039500000000000006,5.010366
0.00041000000000000005,5.177888
0.00044750000000000004,5.3454094
0.000495,5.5129313
0.000565,5.680453
0.0005974999999999999,5.847975
0.0006399999999999999,6.0154963
0.0006975,6.183018
0.0007575,6.35054
0.00079,6.5180616
0.000855,6.6855836
0.0009,6.853105
0.0009674999999999999,7.020627
0.001055,7.1881485
0.0011225,7.3556705
0.0011725,7.523192
0.0012374999999999999,7.690714
0.0012924999999999998,7.858236
0.0013799999999999997,8.025757
0.0014574999999999998,8.193279
0.0015249999999999999,8.360801
0.0015999999999999999,8.528322
0.0016974999999999998,8.695844
0.0017774999999999998,8.863366
0.0018574999999999998,9.030888
0.0019274999999999997,9.198409
0.0020174999999999998,9.365931
0.00213,9.533453
0.0022475,9.700974
0.00233,9.868496
0.002425,10.036017
0.00253,10.20354
0.00268,10.371061
0.002805,10.538583
0.002945,10.706105
0.003055,10.873627
0.0032,11.041148
0.0033375,11.20867
0.0035525,11.376192
0.00372,11.543714
0.0038575000000000003,11.711235
0.004045,11.878757
0.00417,12.046279
0.0043325,12.2138
0.004535000000000001,12.381322
0.004677500000000001,12.548844
0.004877500000000001,12.716366
0.005080000000000001,12.883887
0.005292500000000001,13.05141
0.005492500000000001,13.218931
0.005697500000000001,13.386453
0.005917500000000001,13.553974
0.006135000000000001,13.721497
0.0063725000000000006,13.889018
0.006582500000000001,14.05654
0.0067825,14.224061
0.007005,14.391583
0.0072325,14.559105
0.0074875,14.726626
0.00772,14.894149
0.007985,15.06167
0.0082375,15.229192
0.008535,15.396713
0.0088975,15.564236
0.009155,15.731757
0.0095175,15.899279
0.0098,16.066801
0.010145,16.234324
0.010515,16.401844
0.0109025,16.569366
0.011285,16.736889
0.011615,16.904411
0.012,17.071932
0.0124225,17.239454
0.0128025,17.406975
0.0132525,17.574497
0.013730000000000001,17.74202
0.014127500000000001,17.90954
0.014595,18.077063
0.0150075,18.244585
0.0154775,18.412106
0.0159325,18.579628
0.01637,18.74715
0.0168075,18.91467
0.01724,19.082193
0.0177675,19.249714
0.0183025,19.417236
0.018834999999999998,19.584759
0.019444999999999997,19.75228
0.0200225,19.919802
0.020597499999999998,20.087324
0.021249999999999998,20.254845
0.0218475,20.422367
0.0223925,20.58989
0.0229975,20.75741
0.02365,20.924932
0.02432,21.092455
0.0250825,21.259975
0.025750000000000002,21.427498
0.026510000000000002,21.595018
0.0272925,21.76254
0.0280975,21.930063
0.02886,22.097584
0.029635,22.265106
0.0304,22.432629
0.0312875,22.60015
0.032162500000000004,22.767672
0.033025000000000006,22.935194
0.03386750000000001,23.102715
0.03473500000000001,23.270237
0.03568000000000001,23.437757
0.03657250000000001,23.60528
0.03753250000000001,23.772802
0.03848500000000001,23.940323
0.039430000000000014,24.107845
0.040452500000000016,24.275368
0.041555000000000016,24.442888
0.04256250000000002,24.61041
0.043567500000000016,24.777933
0.04465250000000002,24.945454
0.045767500000000017,25.112976
0.046925000000000015,25.280499
0.04805250000000001,25.448019
0.04928500000000001,25.615541
0.05051750000000001,25.783062
0.051770000000000004,25.950584
0.0531275,26.118107
0.054545,26.285627
0.056002500000000004,26.45315
0.057395,26.620672
0.058827500000000005,26.788193
0.060180000000000004,26.955715
0.061652500000000006,27.123238
0.06325750000000001,27.290758
0.06482750000000001,27.45828
0.06634500000000002,27.625801
0.06787500000000002,27.793324
0.06942500000000001,27.960846
0.07101500000000001,28.128366
0.0725625,28.295889
0.07422000000000001,28.463411
0.076035,28.630932
0.077795,28.798454
0.07963250000000001,28.965977
0.08141500000000002,29.133497
0.08333000000000002,29.30102
0.08516000000000001,29.468542
0.08718250000000001,29.636063
0.08924250000000002,29.803585
0.09126000000000002,29.971106
0.09331750000000003,30.138628
0.09558500000000003,30.30615
0.09764000000000003,30.473671
0.09988250000000003,30.641193
0.10214750000000003,30.808716
0.10427750000000002,30.976236
0.10666000000000002,31.143759
0.10884250000000002,31.311281
0.11121250000000002,31.478802
0.11359500000000002,31.646324
0.11605750000000002,31.813847
0.11841250000000002,31.981367
0.12101500000000001,32.148888
0.12341750000000001,32.31641
0.12592,32.483932
0.1285975,32.651455
0.1313275,32.818974
0.134105,32.9865
0.136835,33.15402
0.13966,33.32154
0.14242000000000002,33.489063
0.14534750000000002,33.656586
0.1482275,33.82411
0.15119000000000002,33.991627
0.15416500000000002,34.15915
0.15722000000000003,34.32667
0.16025000000000003,34.494194
0.16332500000000003,34.661716
0.16643000000000002,34.82924
0.16971750000000002,34.996758
0.17308250000000003,35.16428
0.17642250000000004,35.331802
0.17966750000000004,35.499325
0.18298500000000004,35.666847
0.18661000000000003,35.834366
0.19014250000000002,36.00189
0.19386000000000003,36.16941
0.19751750000000004,36.336933
0.20120750000000004,36.504456
0.20498750000000004,36.671978
0.20876750000000005,36.839497
0.21248500000000006,37.00702
0.21623000000000006,37.17454
0.22008000000000005,37.342064
