percentile,rate
0.0009275,0.16392162
0.0019875,0.32672027
0.0030625,0.48951888
0.0040175,0.6523175
0.0050975000000000005,0.81511617
0.006157500000000001,0.97791475
0.007262500000000001,1.1407133
0.0084875,1.303512
0.0095075,1.4663106
0.010535000000000001,1.6291093
0.0116675,1.7919079
0.0126875,1.9547064
0.013775,2.117505
0.014982500000000001,2.2803037
0.016125,2.4431024
0.0173,2.605901
0.01838,2.7686996
0.019525,2.9314983
0.0206125,3.094297
0.0218375,3.2570956
0.023035,3.4198942
0.0241725,3.5826929
0.0252725,3.7454915
0.026615,3.90829
0.02784,4.071089
0.0289975,4.233887
0.03014,4.396686
0.031285,4.5594845
0.0325875,4.7222834
0.03383,4.885082
0.03515,5.0478806
0.0364675,5.210679
0.0377325,5.3734775
0.0390575,5.5362763
0.04045,5.6990747
0.04177,5.8618736
0.0432325,6.024672
0.044595,6.187471
0.0459875,6.3502693
0.047445,6.513068
0.0488475,6.6758666
0.050210000000000005,6.8386655
0.051735,7.001464
0.053135,7.164263
0.0546375,7.327061
0.05618,7.48986
0.0575675,7.6526585
0.059035000000000004,7.815457
0.06056,7.9782557
0.062117500000000006,8.141055
0.06369000000000001,8.303853
0.06521750000000001,8.466652
0.06682000000000002,8.629451
0.06843750000000001,8.79225
0.069985,8.955048
0.07155500000000001,9.1178465
0.07322000000000001,9.280645
0.07497500000000001,9.443444
0.07665500000000001,9.606242
0.07838500000000001,9.769041
0.08007500000000001,9.93184
0.08179,10.094639
0.0834825,10.257437
0.0851875,10.420236
0.086925,10.5830345
0.08865250000000001,10.745832
0.09038750000000001,10.908631
0.09211000000000001,11.07143
0.09397500000000002,11.234229
0.09568000000000002,11.397027
0.09763000000000001,11.559826
0.09945250000000001,11.722625
0.10134750000000001,11.885424
0.10322,12.048222
0.10516500000000001,12.21102
0.10704000000000001,12.373819
0.10894250000000001,12.536618
0.11089500000000001,12.699416
0.11275500000000001,12.862215
0.11472500000000001,13.025014
0.1167875,13.187812
0.1188525,13.350611
0.12074,13.51341
0.1226375,13.6762085
0.1245925,13.839006
0.126585,14.001805
0.128615,14.164604
0.1307525,14.327403
0.13287,14.490201
0.13495749999999998,14.653
0.13720249999999998,14.815799
0.1394625,14.978598
0.141595,15.141396
0.1437725,15.304194
0.145945,15.466993
0.14808749999999998,15.629791
0.1503675,15.79259
0.1525075,15.955389
0.15488,16.118187
0.15734499999999998,16.280987
0.15969499999999998,16.443785
0.16207249999999998,16.606583
0.16437,16.769382
0.1666925,16.93218
0.1690525,17.09498
0.17141499999999998,17.257778
0.17381749999999999,17.420576
0.1762325,17.583376
0.1787025,17.746174
0.18108249999999998,17.908972
0.18366499999999997,18.071772
0.18618249999999997,18.23457
0.18854999999999997,18.397367
0.19105249999999996,18.560167
0.19357249999999995,18.722965
0.19606749999999995,18.885765
0.19850749999999995,19.048563
0.20101999999999995,19.21136
0.20365999999999995,19.37416
0.20632999999999996,19.536959
0.20880249999999995,19.699757
0.21144999999999994,19.862556
0.21406749999999994,20.025354
0.21687499999999993,20.188154
0.21936499999999992,20.350952
0.22205999999999992,20.51375
0.22474999999999992,20.67655
0.22741249999999993,20.839348
0.23021499999999995,21.002146
0.23298999999999995,21.164946
0.23585499999999995,21.327744
0.23865249999999996,21.490541
0.24153749999999996,21.653341
0.24438749999999995,21.81614
0.24708999999999995,21.97894
0.25002499999999994,22.141737
0.25266249999999996,22.304535
0.25570499999999996,22.467335
0.25849249999999996,22.630133
0.26140749999999996,22.79293
0.26440499999999995,22.95573
0.26726249999999996,23.118528
0.27013999999999994,23.281328
0.27319249999999995,23.444126
0.27622749999999996,23.606924
0.2792975,23.769724
0.282315,23.932522
0.285305,24.09532
0.28824249999999996,24.25812
0.29135999999999995,24.420918
0.2944824999999999,24.583715
0.29744249999999994,24.746515
0.30056999999999995,24.909313
0.30391999999999997,25.072113
0.30720749999999997,25.234911
0.31049,25.397709
0.313705,25.560509
0.31703000000000003,25.723307
0.32026250000000006,25.886105
0.32348250000000006,26.048904
0.32676000000000005,26.211702
0.33014000000000004,26.3745
0.33348500000000003,26.5373
0.33681750000000005,26.700098
0.34018750000000003,26.862898
0.3434125,27.025696
0.3467575,27.188494
0.3502225,27.351294
0.35355749999999997,27.514091
0.35703999999999997,27.67689
0.36045249999999995,27.83969
0.36399499999999996,28.002487
0.367675,28.165287
0.37117249999999996,28.328085
0.37489749999999994,28.490883
0.3782074999999999,28.653683
0.3815874999999999,28.81648
0.3852199999999999,28.979279
0.38892749999999987,29.142078
0.39261249999999986,29.304876
0.3961924999999999,29.467674
0.3997824999999999,29.630474
0.4036074999999999,29.793272
0.4071499999999999,29.956072
0.4108924999999999,30.11887
0.4145549999999999,30.281668
0.4181349999999999,30.444468
0.42164499999999994,30.607265
0.42516249999999994,30.770063
0.42887749999999997,30.932863
0.43246999999999997,31.095661
0.43627,31.25846
0.4398475,31.421259
0.4437725,31.584057
0.4475025,31.746857
0.451265,31.909655
0.4551175,32.072453
0.4587875,32.23525
0.46270500000000003,32.39805
0.4664475,32.56085
0.4701825,32.723644
0.4738775,32.886444
0.47758,33.049244
0.4813975,33.21204
0.48529,33.37484
0.4891175,33.53764
0.49319749999999996,33.70044
0.49717749999999994,33.863235
0.5010349999999999,34.026035
0.5048949999999999,34.188835
0.5089449999999999,34.35163
0.5127649999999999,34.51443
0.5165424999999999,34.67723
0.5203274999999999,34.840027
0.5243224999999999,35.002827
0.5282999999999999,35.165627
0.5322024999999999,35.328423
0.5362274999999999,35.491222
0.5401624999999999,35.654022
